Siduri,SiduriMakorPitzul,wave,s_seker,MishkalMb,HRibitShnatit,HHashkaotShnatit,HDividendShnatit,HSchirutShnatit,HEsekShnatit,sumHAnashimShnatit,sumHGemelShnatit,sumHHishShnatit,sumHHulShnatit,sumHMilgaShnatit,sumHPensiaShnatit,sumHMosdotShnatitnew,SacShnatikolel_Lembnew,SachNefashot,Nefashot0_17,Nefashot18up,Men18up,Women18up,MisparKoma1,m_SetachMigrashBayitprati,M_ShuviDira,MbNifkadGalKodem,Ozeret1,k_ShaotOzeret1,TahasokaAcheretOzeret1,TahasokaOzeretMesh1,TahasokaOzeretSiu1,TahasokaOzeretYeLed1,Meconit1,k_MispMeconiyot1,Sfarim1,MazavKAtid1,MazavKAvar1,ChisachonAtid1,ChisachonHayom1,IdkunBaalut1,IdkunMegurimSchirut1,k_baalut1,m_DmeSchirutChodeshi,SinuyDira21,SinuyDiraP21,SugDira1,MspDirotBeKomatMegurim1,MispKomotBinyan1,MispDirotBinyan1,DiraMedurag1,SetachBayitpratY1,SetachDira1,MekorSetach1,K_MispHadarim1,K_MispHadarimMegurim1,MirpesetSherut1,ChederAronot1,MachsanBetochD1,MachsanMiD1,KamaSherutim1,ChanayaPratit1,AimMekura1,Maaliyot1,MirpesetChitzonit1,KamaMirpeset1,GinaPratit1,KamaGinaPratit1,GodelGinaPratit1,k_mizug1,HasakaPratit1,Kivun1,KamaKivun1,NofYam1,NofSetachYarok1,NofGag1,NofKvish1,NofRakevet1,NofAntena1,NofKvishPnimi1,NofSetachPatuch1,BaayaChoshech1,BaayaKvish1,BaayaRakevet1,BaayaMatos1,BaayaBiluy1,BaayaChinuch1,BaayaMifal1,BaayaZevel1,BaayaZihum1,BaayaRech1,BaayaHaznacha1,ShanaBniya1,OfenBaalut1,Mocher1,ShanaRechishaK1,ChodeshRechishaK1,MechirKnuya1,MatbeaKnuya1,ShanaRechishaB1,ChodeshRechishaB1,OfenBaalutMigrash1,MechirBniya1,MatbeaBniya1,AlutBniya1,MatbeaAlutBniya1,HagdalatDira1,SinuyimPnimiimBDira1,ShuviDiraYoter1
448,,5,2017,572.2791213,0,0,0,0,0,0,0,0,0,0,0,33282.66667,207218.2222,5,3,2,1,1,,,,2,2,,,,,,1,2,4,2,3,2,2,,,2,5500,,,4,1,3,1,2,,103,3,4,4,2,2,2,2,2,1,1,1,2,,,,,2,3,5,3,2,2,1,1,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,99999998,,,,,,,,,,,,,,,,
451,,5,2017,627.46495,0,0,0,0,0,0,0,0,0,0,0,0,97706.5,4,0,4,2,2,0,,,1,1,2,2,1,2,2,1,2,5,2,4,3,4,,1,2,10000,,,6,,,,2,,220,4,5,5,1,1,1,2,5,,,0,1,1,1,1,30,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
452,,5,2017,1126.240453,0,0,0,0,0,0,0,0,0,0,0,18665,414009,3,0,3,2,1,,,5000000,1,1,1,2,1,2,2,1,2,1,99999998,1,2,2,1,,1,,2,2,4,1,3,4,1,,100,4,5,5,2,2,1,2,3,2,,0,,,2,,,2,3,,,,,,,,,,,,,,,,,,,,,,4,1,1,1982,11,99999998,,,,,,,,,,,
454,,5,2017,1000.037279,0,0,0,0,0,0,0,0,0,0,0,6970,627272,7,3,4,3,1,,,2250000,2,2,,,,,,1,1,5,3,3,3,2,,,1,,,,5,,,,1,,160,3,5,5,1,1,2,2,3,1,2,0,,,1,1,40,2,3,5,3,2,2,2,2,2,2,2,2,1,2,2,1,2,2,2,2,2,2,2,7,1,2,1998,2,900000,1,,,,,,,,2,1,
456,,5,2017,940.643487,0,0,0,0,0,0,0,0,16617.2,0,0,19404,36021.2,1,0,1,0,1,,,,1,2,,,,,,2,,3,3,3,2,2,,,3,,,,4,2,2,3,2,,70,3,3,3,1,2,2,2,1,2,,0,1,1,2,,,2,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
458,,5,2017,298.9082947,0,0,0,0,0,0,0,0,0,0,0,37616,61616,2,0,2,1,1,,,1300000,1,2,,,,,,2,,3,2,2,2,2,1,,1,,2,2,4,4,7,4,2,,70,4,3,3,2,2,2,2,1,2,,1,2,,2,,,1,3,,,,,,,,,,,,,,,,,,,,,,99999998,4,,,,,,,,,,,,,,,3
459,,5,2017,765.3683771,0,0,0,0,0,0,0,0,0,0,0,35807,78881.22222,4,0,4,2,2,,,650000,1,2,,,,,,2,,5,5,5,4,3,1,,1,,1,2,4,1,1,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,99999998,1,3,1990,1,99999998,,,,,,,,,,,
460,,5,2017,771.2780659,0,0,0,0,0,0,0,0,0,0,0,6312,144312,5,3,2,1,1,,,,1,2,,,,,,1,1,3,4,3,4,3,,,2,0,,,4,2,3,2,2,,80,4,4,3,1,2,2,2,1,2,,2,2,,,,,2,3,5,2,2,2,2,2,2,2,1,2,2,1,2,2,2,1,1,1,1,1,1,5,,,,,,,,,,,,,,,,
461,,5,2017,577.9177227,0,0,0,0,0,0,0,0,0,0,48000,51264,203664,2,0,2,1,1,,,,1,2,,,,,,1,1,2,4,3,4,3,,1,2,4500,,,4,2,3,2,2,,72,4,3,2,1,2,2,2,1,1,1,1,2,,,,,2,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
462,,5,2017,560.3971444,0,0,0,0,0,0,0,0,0,0,0,25935.5,636935.5,5,3,2,1,1,,,2050000,1,2,,,,,,1,1,3,3,4,2,2,1,,1,,2,2,4,3,4,3,2,,90,1,4,4,1,2,2,2,2,1,1,1,1,1,2,,,1,3,,,,,,,,,,,,,,,,,,,,,,10,1,2,2012,8,1400000,1,,,,,,,,,,3
463,,5,2017,666.2259389,0,0,0,0,0,0,0,0,0,0,0,7828.5,73828.5,1,0,1,0,1,,,,2,2,,,,,,1,1,1,3,3,4,3,,,3,,,,8,,,,2,,120,4,5,4,2,2,2,1,2,2,,0,1,1,,,,1,3,1,4,2,2,2,2,2,2,1,2,2,2,1,2,2,2,2,2,2,2,2,99999998,,,,,,,,,,,,,,2,2,
464,,5,2017,570.0966373,0,0,0,0,0,0,0,0,0,0,0,8736.333333,239448.3333,8,3,5,4,1,,,99999998,1,2,,,,,,1,1,5,3,3,3,3,1,,1,,2,2,2,2,2,1,2,,100,3,5,5,2,2,2,2,2,2,,0,2,,1,1,15,2,3,,,,,,,,,,,,,,,,,,,,,,3,1,1,1990,99999998,99999998,,,,,,,,,,,
466,,5,2017,773.8802903,0,0,0,0,0,0,0,0,0,0,143730,112839,659515,2,0,2,1,1,8,,99999998,2,1,1,2,1,2,2,1,2,5,3,3,3,2,,,1,,,,1,1,8,4,2,,180,3,5,4,1,1,2,1,4,2,,2,1,1,,,,1,1,6,4,2,1,1,1,2,1,1,1,2,1,2,2,2,2,2,1,2,2,2,6,1,1,2003,4,99999999,,,,,,,,,2,1,
467,,5,2017,1126.136305,0,0,0,0,0,0,0,0,0,0,0,15600,1095600,4,0,4,1,3,,,,1,2,,,,,,1,5,4,2,1,2,2,,1,2,7500,,,4,4,12,4,2,,140,4,5,4,1,1,2,1,2,1,1,2,1,1,,,,1,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
470,,5,2017,491.3409575,0,0,0,0,0,0,0,0,0,0,0,5071,5071,4,1,3,1,2,,,99999999,1,99999999,,,,,,99999999,,99999999,99999999,99999999,99999999,99999999,1,,1,,99999999,99999999,4,2,4,4,2,,40,4,3,3,2,2,2,2,1,2,,0,2,,2,,,3,3,,,,,,,,,,,,,,,,,,,,,,99999998,1,1,1986,99999998,69000,2,,,,,,,,,,
471,,5,2017,127.4025519,0,0,0,0,0,0,0,0,12000,0,0,31979,211979,4,2,2,0,2,,500,2000000,1,2,,,,,,2,,3,3,3,99999998,2,1,,1,,2,2,8,,,,2,,216,1,5,5,2,2,1,1,3,1,2,0,1,1,,,,3,1,,,,,,,,,,,,,,,,,,,,,,6,2,,,,,,99999998,99999998,4,4000,1,65000,2,,,
473,,5,2017,910.5160222,0,0,0,0,0,0,0,0,0,0,0,25582.91667,135982.9167,5,3,2,1,1,1,,990000,1,2,,,,,,1,1,3,2,4,4,4,1,,1,,2,2,4,2,2,1,2,,87,3,4,4,1,2,2,1,1,1,1,0,2,,,,,2,3,,,,,,,,,,,,,,,,,,,,,,3,1,1,2010,9,640000,1,,,,,,,,,,
474,,5,2017,832.6252028,0,0,0,0,0,0,0,0,0,0,0,24896.25,24896.25,1,0,1,0,1,,,99999998,1,2,,,,,,2,,5,99999998,3,4,3,1,,1,,2,2,4,4,8,4,2,,84,4,5,4,1,2,2,2,1,2,,1,2,,2,,,2,3,,,,,,,,,,,,,,,,,,,,,,5,1,2,1983,99999998,99999998,,,,,,,,,,,
475,,5,2017,394.1373289,0,0,0,0,0,0,0,0,0,0,0,39318,39318,2,0,2,1,1,,,99999998,1,2,,,,,,2,,1,3,3,4,3,1,,1,,2,2,4,4,8,4,2,,90,4,4,2,2,2,2,2,1,2,,1,2,,2,,,2,3,,,,,,,,,,,,,,,,,,,,,,99999998,1,3,99999998,99999998,99999998,,,,,,,,,,,
477,,5,2017,604.4702087,0,0,0,0,0,0,0,0,0,0,0,6312,78312,5,3,2,1,1,2,,,2,2,,,,,,1,1,3,3,2,99999998,3,,,2,3750,,,4,4,9,4,2,,100,2,4,3,2,2,2,2,2,2,,1,2,,,,,3,1,1,1,2,2,1,1,2,1,2,2,1,1,2,2,2,2,2,1,2,2,2,99999998,,,,,,,,,,,,,,,,
478,,5,2017,520.9806468,413.41,3543.53,0,6347.14,0,0,0,0,0,0,163628.47,22534.69,1788118.56,5,2,3,1,2,3,,3000000,1,2,,,,,,1,2,5,3,3,1,2,1,,1,,2,2,4,4,9,4,2,,130,4,5,4,2,2,2,1,2,1,1,2,1,1,,,,1,1,,,,,,,,,,,,,,,,,,,,,,10,1,2,2013,6,99999999,,,,,,,,,,,
479,,5,2017,317.9081794,0,0,0,0,0,0,0,0,0,0,0,29537.25,363581.25,3,0,3,1,2,,,99999998,1,2,,,,,,1,2,3,3,3,2,3,,2,6,,,,4,2,2,1,2,,100,3,5,5,1,1,2,1,2,2,,0,1,1,2,,,1,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
481,,5,2017,612.4784954,0,0,0,0,0,0,0,0,0,0,0,6312,268312,5,3,2,1,1,,,,1,2,,,,,,1,2,3,2,2,3,3,,1,2,6000,,,4,3,5,3,2,,140,4,5,4,1,1,2,1,3,1,2,1,1,1,,,,1,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
482,,5,2017,1237.702088,0,6000,0,0,0,0,0,0,0,0,0,6312,215832,5,3,2,0,2,,,1880000,1,2,,,,,,1,2,3,2,2,1,2,,,1,,,,4,3,8,4,2,,126,1,5,4,2,2,2,1,3,1,1,2,1,1,,,,1,3,3,3,2,2,2,2,2,2,1,1,2,2,2,2,2,2,2,2,1,2,2,10,1,2,2016,8,1390000,1,,,,,,,,2,2,
483,,5,2017,557.1303393,0,0,0,90000,0,0,0,0,0,0,228000,36644,354644,1,0,1,0,1,,,,1,1,1,2,1,2,2,1,1,4,3,3,2,2,,1,2,6700,,,4,3,11,4,2,,130,4,4,4,1,1,2,1,1,1,1,2,1,2,,,,1,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
486,,5,2017,885.020806,0,0,0,0,0,0,0,0,0,0,216000,0,438171,3,0,3,1,2,,,1650000,1,2,,,,,,1,2,5,3,3,2,2,1,,1,,2,2,4,2,3,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,1,1,1997,8,260000,2,,,,,,,,,,
488,,5,2017,537.5439011,0,0,0,0,0,0,0,0,0,0,0,4056,433833,6,2,4,1,3,,,1000000,2,2,,,,,,1,1,5,99999998,3,2,2,,,1,,,,4,4,4,3,2,,110,3,4,4,2,2,2,2,2,2,,0,2,,,,,2,3,99999998,2,2,2,1,1,2,1,1,1,2,1,2,2,2,2,2,2,2,1,2,99999998,1,1,99999998,99999998,99999998,,,,,,,,,2,2,
490,,5,2017,811.4824346,0,0,0,0,0,0,0,0,0,0,198699,51630,250329,2,0,2,1,1,,580,1700000,1,2,,,,,,1,1,5,3,3,1,2,1,,1,,2,2,8,,,,2,,160,3,5,4,2,2,2,1,3,1,1,0,1,1,,,,2,3,,,,,,,,,,,,,,,,,,,,,,7,1,1,2007,4,210000,2,,,,,,,,,,
491,,5,2017,835.5302505,0,0,0,0,0,0,0,0,0,0,0,155355.3333,236954.3333,4,0,4,1,3,,,99999998,1,1,1,2,1,2,2,1,3,4,3,3,4,3,1,,1,,2,2,3,2,2,1,2,,99999998,,5,5,2,1,2,1,3,1,1,1,1,2,2,,,1,1,,,,,,,,,,,,,,,,,,,,,,9,1,2,2006,99999998,99999998,,,,,,,,,,,
492,,5,2017,610.085861,0,0,0,0,0,0,0,0,0,0,230581,44954,275535,2,0,2,1,1,1,,99999998,1,2,,,,,,1,1,5,3,3,2,2,1,,1,,2,2,4,4,6,4,2,,105,3,4,4,1,2,2,1,2,1,2,1,1,1,2,,,1,1,,,,,,,,,,,,,,,,,,,,,,7,1,2,1997,99999998,800000,1,,,,,,,,,,
494,,5,2017,508.8550461,0,0,0,0,0,0,0,0,0,0,0,5957.583333,171957.5833,4,2,2,1,1,,,,1,2,,,,,,1,2,3,3,3,3,3,,1,2,6000,,,4,2,5,3,2,,150,4,5,4,2,1,2,1,3,1,2,1,1,1,,,,1,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
495,,5,2017,753.3417226,0,0,0,48000,0,0,0,0,0,0,0,3899.333333,297899.3333,5,2,3,1,2,7,,2300000,1,2,,,,,,1,2,2,3,2,3,4,1,,1,,2,2,4,4,13,4,2,,120,1,5,5,1,2,2,1,2,1,1,2,1,1,2,,,1,3,,,,,,,,,,,,,,,,,,,,,,9,1,2,2006,99999998,250000,2,,,,,,,,,,3
499,,5,2017,866.084961,0,0,0,0,0,0,0,0,0,0,54000,9120.833333,454819.8333,2,0,2,1,1,,,2000000,1,2,,,,,,1,1,5,3,3,2,2,1,,1,,2,2,4,2,3,2,2,,100,4,3,3,1,2,2,1,2,1,3,0,2,,2,,,1,1,,,,,,,,,,,,,,,,,,,,,,4,1,1,2004,12,175000,2,,,,,,,,,,
503,,5,2017,217.7540295,0,0,0,0,0,0,0,0,0,0,0,0,0,9,6,3,1,2,,,1550000,1,2,,,,,,2,,5,3,3,4,5,1,,1,,2,2,4,4,4,3,2,,98,4,4,4,1,2,2,2,2,2,,0,1,1,,,,1,3,,,,,,,,,,,,,,,,,,,,,,8,1,2,2000,3,350000,1,,,,,,,,,,
504,,5,2017,1160.820454,0,0,0,0,0,0,0,0,0,0,0,0,326564,2,0,2,1,1,2,,99999998,2,2,,,,,,1,1,5,3,3,2,2,,,1,,,,4,4,7,4,2,,90,4,4,2,1,2,2,1,2,2,,1,2,,,,,2,3,2,3,2,1,1,2,2,2,1,1,2,2,2,2,2,2,2,2,2,2,2,5,1,2,1985,99999998,65000,2,,,,,,,,2,1,
510,,5,2017,1155.391317,0,0,0,0,0,0,0,0,0,0,0,24953.5,112599.125,3,0,3,1,2,,,,1,2,,,,,,1,1,3,4,3,1,2,,1,2,2400,,,8,,,,2,,35,4,1,1,2,1,2,2,1,,,0,2,,,,,2,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
511,,5,2017,545.8797132,0,0,0,0,0,0,0,25000,0,0,0,7652.25,75852.25,5,2,3,1,2,,,5500000,1,2,,,,,,1,4,5,4,4,2,5,2,,3,,,,5,,,,2,,300,4,5,5,2,2,2,1,4,1,2,0,,,,,,2,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3
512,,5,2017,424.5795825,0,0,0,0,0,0,0,0,0,0,0,4244,45167,7,2,5,2,3,1,,1500000,1,2,,,,,,1,1,5,3,3,2,2,1,,1,,2,2,4,2,5,2,2,,80,3,4,3,1,2,2,1,2,2,,0,2,,1,1,15,2,3,,,,,,,,,,,,,,,,,,,,,,6,1,1,1997,8,210000,2,,,,,,,,,,
513,,5,2017,773.8802903,0,0,0,0,0,0,0,0,0,0,144000,48380,228380,2,0,2,1,1,2,,,1,2,,,,,,1,1,5,3,3,4,3,1,,1,,2,2,4,2,4,3,2,,100,3,5,4,1,1,2,1,2,1,2,2,1,1,2,,,1,2,,,,,,,,,,,,,,,,,,,,,,4,1,2,1970,4,99999998,,,,,,,,,,,
515,,5,2017,616.9254243,0,0,0,0,0,0,0,0,0,0,0,2297,243047,2,0,2,1,1,5,,2000000,1,2,,,,,,1,1,3,4,3,4,3,1,,1,,2,2,4,4,9,4,2,,108,3,4,1,1,2,2,1,1,1,1,2,1,1,2,,,1,3,,,,,,,,,,,,,,,,,,,,,,9,1,2,2008,7,1200000,1,,,,,,,,,,3
516,,5,2017,851.4618809,0,0,0,0,0,0,0,0,0,0,94800,47592,142392,1,0,1,0,1,,,2000000,1,1,1,2,1,2,2,1,1,3,3,3,4,3,1,,1,,2,2,4,2,6,4,2,,63,1,3,3,2,2,2,1,1,1,1,1,1,1,,,,1,3,,,,,,,,,,,,,,,,,,,,,,9,1,1,2014,8,1800000,1,,,,,,,,,,
518,,5,2017,858.7718432,0,0,0,0,0,0,0,0,24038.88,0,45600,35824,105462.88,1,0,1,0,1,3,,99999998,1,2,,,,,,2,,4,99999998,4,2,2,1,,1,,2,2,4,2,4,2,2,,109,3,4,4,1,2,2,1,1,2,,1,2,,2,,,2,3,,,,,,,,,,,,,,,,,,,,,,4,1,3,1969,11,28000,7,,,,,,,,,,
520,,5,2017,628.6074647,0,0,0,0,0,0,0,0,0,0,0,42418,42418,2,0,2,1,1,,,,1,2,,,,,,2,,1,3,4,4,5,,1,2,2200,,,4,6,3,2,2,,99999998,,1,1,2,2,2,2,1,2,,0,2,,,,,2,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
521,,5,2017,476.6809399,0,0,0,0,0,0,0,0,0,0,0,3827.5,3827.5,1,0,1,0,1,,,99999998,1,2,,,,,,1,1,3,99999998,3,4,3,1,,1,,2,2,2,2,2,1,2,,148,3,5,1,2,1,2,1,2,1,2,0,1,1,,,,1,3,,,,,,,,,,,,,,,,,,,,,,99999998,1,1,99999998,99999998,99999998,,,,,,,,,,,
522,,5,2017,1602.389553,0,0,0,0,0,0,0,0,0,0,0,49072,70072,2,0,2,1,1,,,1400000,1,2,,,,,,1,1,3,4,3,3,3,1,,1,,2,2,4,2,3,3,2,,78,3,3,3,1,2,2,2,2,2,,1,2,,2,,,2,3,,,,,,,,,,,,,,,,,,,,,,3,1,1,1985,7,99999998,,,,,,,,,,,3
523,,5,2017,883.1727717,0,0,0,42000,0,0,0,0,0,0,0,0,384000,3,0,3,1,2,,,,1,2,,,,,,1,3,3,3,4,4,3,,1,2,4200,,,4,4,4,3,2,,86,2,4,4,2,2,2,2,2,,,0,2,,2,,,2,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
524,,5,2017,621.2239479,0,0,0,0,0,0,0,0,0,0,0,26932.33333,110932.3333,2,0,2,1,1,,,2000000,1,1,1,2,1,2,2,2,,5,3,3,3,3,1,,1,,2,2,4,2,7,4,2,,106,1,4,4,1,1,2,2,2,2,,2,2,,2,,,2,3,,,,,,,,,,,,,,,,,,,,,,6,1,1,2009,10,1145000,1,,,,,,,,,,
528,,5,2017,280.2174647,48000,0,0,0,0,0,0,0,0,0,0,0,553200,2,0,2,1,1,,,99999998,1,1,1,2,1,2,2,1,1,5,3,3,2,2,1,,1,,2,2,4,4,8,4,2,,160,3,5,5,1,1,2,2,3,1,1,1,2,,2,,,1,3,,,,,,,,,,,,,,,,,,,,,,4,1,1,1990,1,160000,2,,,,,,,,,,
529,,5,2017,394.1373289,0,0,0,0,0,0,0,0,0,0,142568,52980,195548,2,0,2,1,1,,,99999998,1,2,,,,,,1,1,3,99999998,3,4,3,1,,1,,2,2,2,2,3,2,2,,135,3,4,3,2,1,2,2,2,1,2,1,2,,1,1,12,1,3,,,,,,,,,,,,,,,,,,,,,,7,1,2,1998,2,180000,2,,,,,,,,,,
531,,5,2017,621.2239479,0,0,0,0,0,0,0,0,0,0,12019.44,39984,52003.44,2,0,2,1,1,,,1400000,1,2,,,,,,2,,3,3,3,2,2,1,,1,,2,2,4,2,4,3,2,,88,3,3,1,1,2,2,2,1,2,,0,2,,2,,,2,3,,,,,,,,,,,,,,,,,,,,,,3,1,1,1985,12,47000,2,,,,,,,,,,3
532,,5,2017,722.8032881,0,0,0,0,0,0,0,0,0,0,43800,0,340601,2,0,2,1,1,,,1100000,1,2,,,,,,1,2,3,3,1,3,1,1,,1,,2,2,6,,,,1,,168,3,5,5,2,1,1,1,3,2,,0,,,1,1,150,2,3,,,,,,,,,,,,,,,,,,,,,,5,1,4,2012,99999998,248000,1,,,,,,,,,,
534,,5,2017,590.0568819,0,0,0,0,0,0,0,0,0,0,0,0,22482.85714,2,0,2,0,2,,,99999998,1,2,,,,,,2,,3,2,2,4,3,1,,1,,2,2,4,3,4,3,2,,100,1,4,4,1,2,2,2,2,1,2,1,2,,2,,,2,3,,,,,,,,,,,,,,,,,,,,,,7,1,2,99999998,99999998,99999999,,,,,,,,,,,
537,,5,2017,433.1978805,0,0,0,0,0,0,0,0,0,0,108000,28228,136228,1,0,1,0,1,,,1200000,1,1,1,2,1,2,2,1,1,5,3,3,2,2,1,,1,,2,2,4,4,9,4,2,,88,1,4,3,1,2,2,2,2,1,2,2,1,1,2,,,1,3,,,,,,,,,,,,,,,,,,,,,,6,1,1,2004,8,154000,2,,,,,,,,,,
538,,5,2017,773.4227366,0,0,0,0,0,0,0,0,0,12000,0,0,172104,2,0,2,1,1,,,,1,2,,,,,,2,,3,2,4,4,3,,1,2,2900,,,4,4,4,3,2,,60,4,3,3,2,2,2,2,1,2,,1,2,,,,,2,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
539,,5,2017,1244.475522,0,0,0,0,0,0,0,0,0,0,0,119941.0833,340740.4762,4,2,2,1,1,,,1500000,1,2,,,,,,1,2,1,3,3,4,3,1,,1,,2,2,4,3,5,3,2,,65,1,3,3,2,2,2,2,2,1,1,1,1,1,,,,2,3,,,,,,,,,,,,,,,,,,,,,,6,1,1,2013,4,1300000,1,,,,,,,,,,
540,,5,2017,332.1283678,0,0,0,0,0,0,0,0,0,0,0,36768,36768,1,0,1,0,1,,,99999998,2,2,,,,,,2,,2,3,3,3,3,,,1,,,,4,2,5,2,2,,110,4,4,3,1,2,2,2,2,1,2,1,1,1,,,,2,3,4,3,2,2,1,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,99999998,1,1,1998,1,99999998,,,,,,,,,2,2,
542,,5,2017,524.2550911,0,0,0,32400,0,0,0,0,0,0,0,43620.91667,349158.9167,2,0,2,1,1,,,1300000,1,2,,,,,,1,2,4,3,3,3,3,1,,1,,2,2,5,,,,2,,250,3,5,5,2,1,2,1,4,1,2,0,1,1,,,,2,2,,,,,,,,,,,,,,,,,,,,,,3,1,1,1982,99999998,99999998,,,,,,,,,,,
543,,5,2017,734.711646,0,0,230,0,0,0,0,0,0,0,0,26150,182380,2,0,2,1,1,,,99999998,1,2,,,,,,1,2,5,3,3,3,3,1,,1,,2,2,4,4,7,4,2,,100,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,1,1,1994,9,157000,2,,,,,,,,,,
545,,5,2017,627.7587151,0,0,0,0,0,0,0,0,0,0,36002,55128,91130,2,0,2,1,1,11,,99999998,1,2,,,,,,1,1,5,2,3,1,2,1,,1,,2,2,4,2,13,4,1,,173,4,5,3,1,1,2,1,3,1,2,2,,,2,,,1,1,,,,,,,,,,,,,,,,,,,,,,10,1,2,2013,3,2200000,1,,,,,,,,,,
546,,5,2017,1544.921152,0,0,0,0,0,0,0,0,0,0,0,9168,343064,8,4,4,2,2,,,700000,1,2,,,,,,2,,5,2,1,2,2,1,,1,,2,2,4,2,4,4,2,,96,3,4,4,2,2,2,2,2,2,,0,2,,2,,,2,3,,,,,,,,,,,,,,,,,,,,,,4,3,,,,,,,,,,,,,,,3
547,,5,2017,735.6972117,0,0,150,282000,0,0,0,0,0,0,0,0,413350,2,0,2,1,1,6,,2650000,1,2,,,,,,1,1,4,3,3,3,2,1,,1,,2,2,4,4,7,4,2,,157,4,5,2,1,2,2,1,2,1,2,2,1,1,2,,,1,3,,,,,,,,,,,,,,,,,,,,,,9,1,2,2006,7,1300000,1,,,,,,,,,,4
548,,5,2017,219.7461144,0,0,0,0,0,0,0,0,0,0,0,31908,199908,2,0,2,1,1,,,1200000,1,2,,,,,,1,1,5,3,3,4,5,1,,1,,2,2,4,4,3,3,2,,94,3,4,4,1,2,2,2,2,2,,1,2,,2,,,2,3,,,,,,,,,,,,,,,,,,,,,,5,1,1,1988,10,76000,2,,,,,,,,,,3
550,,5,2017,1915.270173,0,0,0,0,0,0,0,0,0,0,0,2003.5,314003.5,1,0,1,1,0,,,,1,2,,,,,,1,1,2,3,3,2,2,,,2,5200,,,4,4,4,3,2,,60,3,3,2,2,2,2,2,1,2,,1,2,,,,,2,3,6,2,2,2,1,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,99999998,,,,,,,,,,,,,,,,
551,,5,2017,570.84933,0,0,0,0,0,0,0,0,0,0,0,23508.5,679863.25,5,3,2,1,1,,,4500000,1,1,1,2,1,2,2,1,2,5,2,3,1,1,1,,1,,2,2,4,4,9,4,2,,130,3,5,5,1,1,2,1,3,1,1,2,1,2,2,,,1,1,,,,,,,,,,,,,,,,,,,,,,8,1,1,2010,10,2700000,1,,,,,,,,,,3
552,,5,2017,621.2239479,0,0,0,0,0,0,0,0,0,0,114027,56400,170427,2,0,2,1,1,,,1800000,1,1,3,2,1,1,2,2,,1,3,3,2,2,1,,1,,2,2,4,2,7,3,2,,84,3,4,2,1,2,1,1,2,1,2,1,1,1,2,,,2,3,,,,,,,,,,,,,,,,,,,,,,6,1,2,1990,99999998,55000,2,,,,,,,,,,3
553,,5,2017,707.5080468,0,0,0,0,0,0,0,0,0,0,0,37013.25,40713.25,1,0,1,1,0,,,,1,2,,,,,,2,,1,99999998,3,3,5,,1,2,100,,,4,2,4,5,2,,52,3,2,2,2,2,2,2,1,,,0,2,,2,,,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
554,,5,2017,753.9391755,0,0,0,78000,0,0,0,0,0,0,0,22052.41667,647541.1667,5,2,3,1,2,,600,99999998,1,1,1,2,1,2,2,1,2,5,2,2,1,1,1,,1,,2,2,8,,,,1,,186,1,5,5,2,1,1,2,3,1,2,0,,,,,,2,3,,,,,,,,,,,,,,,,,,,,,,7,1,2,1998,5,350000,2,,,,,,,,,,
556,,5,2017,2247.099441,0,0,0,0,0,0,0,0,0,0,0,11262.33333,191262.3333,5,3,2,1,1,,,,1,2,,,,,,1,1,3,2,3,2,2,,1,2,1200,,,4,2,4,2,2,,65,3,3,3,2,2,2,2,1,,,0,2,,2,,,2,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
557,,5,2017,634.019545,0,0,0,0,0,0,0,0,0,0,0,32726,32726,1,0,1,1,0,,,700000,1,2,,,,,,2,,2,3,3,3,3,,,1,,,,4,2,3,3,2,,69,4,4,4,1,2,2,1,1,2,,0,2,,2,,,3,3,,,2,2,2,2,2,2,1,2,2,1,2,2,2,2,2,2,1,1,99999998,4,3,,,,,,,,,,,,,2,2,
