Siduri,SiduriMakorPitzul,wave,s_seker,MishkalMb,HRibitShnatit,HHashkaotShnatit,HDividendShnatit,HSchirutShnatit,HEsekShnatit,sumHAnashimShnatit,sumHGemelShnatit,sumHHishShnatit,sumHHulShnatit,sumHMilgaShnatit,sumHPensiaShnatit,sumHMosdotShnatitnew,SacShnatikolel_Lembnew,zkifa_PensiaLemb,SachNefashot,Nefashot0_17,Nefashot18up,Men18up,Women18up,AimShinuiKtovet,KesefHutzAcher,MeshivHitnahalut,m_SetachMigrashBayitprati,SugMatbeaHutzAcher,HaskaPikdon1,HaskaChisachon1,HaskaNeemanut1,HaskaLoNeemanut1,SchumHalvaaLoDiyur1,m_HalvaaDiyur,m_HalvaaLoDiyur,m_MisgeretAshrai,m_YeshAshrai,M_ShuviDira,YitraNEMenayotBAhuz1,YitraNEMenayotBSchum1,YitraNEAgachMemshaltiBAhuz1,YitraNEAgachMemshaltiBSchum1,Ozeret1,k_ShaotOzeret1,TahasokaAcheretOzeret1,TahasokaOzeretMesh1,TahasokaOzeretSiu1,TahasokaOzeretYeLed1,Meconit1,k_MispMeconiyot1,Sfarim1,meshiv_hacnasot,MazavKAtid1,MazavKAvar1,ChisachonAtid1,ChisachonHayom1,Meshiv_Nechasim,IdkunBaalut1,IdkunMegurimSchirut1,k_baalut1,m_DmeSchirutChodeshi,SinuyDira21,SinuyDiraP21,SugDira1,MisparKoma1,MspDirotBeKomatMegurim1,MispKomotBinyan1,MispDirotBinyan1,DiraMedurag1,SetachBayitpratY1,SetachDira1,MekorSetach1,K_MispHadarim1,K_MispHadarimMegurim1,MirpesetSherut1,ChederAronot1,MachsanBetochD1,MachsanMiD1,KamaSherutim1,ChanayaPratit1,AimMekura1,Maaliyot1,MirpesetChitzonit1,KamaMirpeset1,GinaPratit1,KamaGinaPratit1,GodelGinaPratit1,k_mizug1,HasakaPratit1,Kivun1,KamaKivun1,NofYam1,NofSetachYarok1,NofGag1,NofKvish1,NofRakevet1,NofAntena1,NofKvishPnimi1,NofSetachPatuch1,BaayaChoshech1,BaayaKvish1,BaayaRakevet1,BaayaMatos1,BaayaBiluy1,BaayaChinuch1,BaayaMifal1,BaayaZevel1,BaayaZihum1,ShanaBniya1,OfenBaalut1,Mocher1,ShanaRechishaK1,ChodeshRechishaK1,MechirKnuya1,MatbeaKnuya1,ShanaRechishaB1,ChodeshRechishaB1,OfenBaalutMigrash1,MechirBniya1,MatbeaBniya1,AlutBniya1,MatbeaAlutBniya1,HagdalatDira1,SinuyimPnimiimBDira1,ShuviDiraYoter1,BaalutDiraLLoBealim1,BaalutDiraLLoBealimKama1,AtidMechiraDira1,AtidMechiraDiraN1,BaalutDiraNosefet1,BaalutDiraNosefetKama1,DiraNosefet121,DiraNosefetP121,KarkaAcheret1,m_MechirDiraKnuyaB12,m_KesefKniyaAtidit,KarkaChaklait1,KarkaChaklaitSetach1,MdidaKarkaChaklait,KarkaLoChaklait1,KamaKarkaLoChaklait1,GodelKarkaLoChaklait1,MdidaKarkaLoChaklait,m_Mechirkarka,KibelMechirDiraN1,KniyaAtiditDira1,MechiraDiraNKama1,MechiraDiraNosefet1,ShuviDirotLoMegurim1,GemelVPizuyimMB1,BituachMenahalimMb1,kPensiaMB1,PikdonotMB1,TChisachonMB1,kHishMB1,kNeemanutMB1,Cluster2015,ADechiyaMoedTashlum1,AKredit1,APrisatTushlum1,CheshbonChasum1,HalvaaLoDiyurAcher1,HalvaaLoDiyurAshrai1,HalvaaLoDiyurAvoda1,HalvaaLoDiyurBank1,HalvaaLoDiyurBituach1,HalvaaLoDiyurLising1,HeviDoch1,KesefHutzD1,KesefHutzDinarY1,KesefHutzE1,KesefHutzL1,MatbeaChisachon1,MatbeaHutz1,MatbeaLoNeemanut1,MatbeaNeemanut1,MatbeaPikdon1,MenayotMB1,Minus1,PniyaBank1,ShiirochChisachonChodesh1,ShiirochChisachonShana1,ShiirochChisachonYom1,ShiirochLoNeemanutChodesh1,ShiirochLoNeemanutShana1,ShiirochLoNeemanutYom1,ShiirochNeemanutChodesh1,ShiirochNeemanutShana1,ShiirochNeemanutYom1,ShiirochPikdonChodesh1,ShiirochPikdonShana1,ShiirochPikdonYom1,SugCheshbon1,m_SchumHalvaaDiyur1,M_ChodashimMinus1,M_PeamimPniyaBank1,M_ChodashimCheshbonChasum1,m_KesefMB1,OmdanShuviDira
564,,6,2018,652.2985678,0,0,0,0,0,0,0,0,0,0,0,3729,40105,0,4,2,2,1,1,1,,1,,,,4000,,,20000,1,1,10000,1,3000000,,,,,1,3,2,1,2,2,1,2,5,1,4,3,4,3,1,1,,1,,2,2,5,,,,,1,,220,3,,,,,,,,,,,,,,,,,,5,3,2,2,1,2,2,2,1,1,2,2,2,2,2,2,2,2,2,7,1,1,2005,10,420000,2,,,,,,,,,,99999998,,,1,,2,,,2,2,,,2,,,2,,,,,,2,,2,,2,2,99999998,2,1,1,2,2,2,2,1,2,2,2,2,1,2,2,2,,,,,1,2,,,,2,1,2,12,2018,18,,,,,,,,,,1,300000,12,,,1,
566,,6,2018,802.0948495,0,0,0,0,0,0,0,0,0,0,108000,34088.75,142088.75,0,1,0,1,0,1,1,,2,,,,,,,,2,2,99999998,1,99999998,,,,,1,1,2,1,2,2,2,,5,2,3,3,3,2,2,1,,1,,2,2,4,,4,6,4,2,,134,3,5,5,2,2,2,1,3,1,2,1,2,,2,,,2,3,4,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,1,6,1,2,1988,12,83000,2,,,,,,,,,,,2,,2,,,,,2,2,,,2,,,2,,,,,,2,,2,,1,2,2,2,2,2,2,6,2,2,1,,,,,,,,,,,,,,2,,,,2,2,,,,,,,,,,,,,,1,0,,,,3,1523173.3
569,,6,2018,945.0561977,0,0,0,0,0,0,0,0,0,0,0,12114.66667,266114.6667,0,4,1,3,1,2,1,,1,,,,,,,120000,2,1,15000,1,1950000,,,,,2,,,,,,1,1,3,1,3,4,3,3,1,1,,1,,2,2,4,,4,8,4,2,,120,4,4,4,1,2,2,1,2,1,1,2,1,1,,,,1,3,8,2,2,1,2,2,2,1,1,2,2,2,2,2,2,2,2,2,2,9,1,2,2008,99999998,853000,1,,,,,,,,,,3,,,2,,2,,,2,2,,,2,,,2,,,,,,2,,2,,1,1,1,2,2,1,2,7,2,2,1,2,2,2,2,1,2,2,,,,,,,2,,,,2,1,2,,,,,,,,,,,,,1,0,12,,,1,2155681.216
573,,6,2018,1578.469333,0,0,0,0,0,0,0,0,0,0,0,0,153276,0,2,0,2,1,1,,,1,,,,,,,,2,2,10000,1,99999998,,,,,2,,,,,,1,1,2,1,3,3,3,3,1,,,1,,,,4,3,2,4,,2,,94,4,4,3,1,2,2,2,1,2,,0,2,,2,,,2,3,4,2,2,2,1,2,2,2,1,2,2,1,2,1,2,2,2,1,1,99999998,1,1,99999998,99999998,99999998,,,,,,,,,2,2,,,,2,,2,,,2,2,,,2,,,2,,,,,,2,,2,,2,2,1,2,2,2,2,5,2,2,1,,,,,,,,,,,,,,2,,,,2,2,,,,,,,,,,,,,,1,0,,,,3,
574,,6,2018,548.0278213,0,0,0,0,0,0,0,0,0,0,0,0,132000,0,3,0,3,1,2,1,,1,500,,,,,,20000,2,1,20000,1,99999998,,,,,2,,,,,,1,3,3,1,3,3,3,3,1,1,,1,,2,2,8,,,,,2,3,56,3,3,2,2,2,2,2,1,2,,0,1,2,,,,2,3,5,2,2,2,1,2,2,2,1,2,2,2,2,1,2,2,2,2,2,99999998,1,1,1990,99999998,99999998,,,,,,,,,,,,2,,2,,,,,2,2,,,2,,,2,,,,,,2,,2,,2,2,1,2,2,1,2,7,2,2,1,2,2,2,2,1,2,2,,,,,,,2,,,,2,1,2,,,,,,,,,,,,,1,0,12,,,1,
577,,6,2018,1163.174831,0,0,0,0,0,0,0,0,0,0,0,8311.5,368527.5,0,6,2,3,2,1,1,,1,230,,,99999998,,,99999998,1,1,99999998,1,99999998,,,,,2,,,,,,1,2,4,1,3,3,3,2,1,1,,1,,2,2,7,,,,,2,1,160,3,5,5,2,1,1,2,3,2,,0,1,1,,,,1,3,4,3,2,2,1,2,2,2,1,2,2,2,2,1,2,2,2,2,1,8,1,2,2000,99999998,980000,1,,,,,,,,,,,2,,2,,,,,2,1,,,2,,,2,,,,99999998,,2,,2,,1,2,1,99999998,1,1,99999998,5,2,2,1,,2,2,2,1,2,1,2,,,,,,2,,,,2,2,,0,,,,,,,,,,,,2,99999998,,,,99999998,2666572.413
579,,6,2018,662.8340552,0,0,0,0,0,0,0,0,0,0,0,32777,206503,0,3,1,2,1,1,,,1,,,26000,,,,30000,1,1,30000,1,1550000,,,,,2,,,,,,1,2,4,1,1,5,3,4,1,,,1,,,,4,2,3,5,,2,,87,3,3,3,1,2,2,2,3,1,2,1,1,,2,,,2,3,3,2,2,1,1,2,2,1,1,1,2,2,2,1,2,2,2,1,2,9,1,1,2017,5,1290000,1,,,,,,,,2,2,,,,99999998,,2,,,2,2,,,2,,,2,,,,,,99999998,,2,,2,2,1,1,2,1,2,7,2,1,1,2,2,2,2,1,2,2,2,,,1,,,1,,,1,2,1,2,,,,,,,,,,1,2019,2,1,490000,12,,,1,1063424.337
580,,6,2018,1157.445571,0,0,0,0,0,0,0,0,24000,0,32084,48334,200418,1,3,0,3,2,1,1,,1,,,,,,,20000,2,1,6000,1,99999998,,,,,2,,,,,,1,1,3,1,3,2,3,3,1,1,,1,,2,2,4,,3,7,3,2,,85,4,4,4,2,2,2,2,2,1,1,1,2,,2,,,2,3,6,2,2,2,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,4,1,1,2007,1,130000,2,,,,,,,,,,,2,,2,,,,,2,2,,,2,,,2,,,,,,2,,2,,1,2,1,2,2,1,2,7,2,2,1,,2,2,2,1,2,2,,,,,,,2,,,,2,2,,,,,,,,,,,,,,1,0,,,,5,1496789.207
583,,6,2018,927.0486388,0,0,0,0,0,0,0,0,0,0,145949,33365.33333,179314.3333,1,2,0,2,1,1,1,,2,,,,,99999999,,,2,2,99999999,1,99999998,,,,,1,1,2,1,2,2,1,2,5,2,99999998,3,99999998,2,2,1,,1,,2,2,5,,,,,1,,160,4,5,5,1,2,1,2,3,1,3,0,,,1,1,120,1,1,7,3,1,2,1,1,1,2,1,1,2,2,2,1,2,2,2,2,2,5,1,1,1996,11,370000,2,,,,,,,,,,,2,,2,,,,,2,2,,,2,,,2,,,,,,2,,2,,1,2,1,2,2,1,1,7,2,1,1,2,,,,,,,,,,,,,2,,,,1,1,2,,,,0,,,0,,,,,,1,0,2,,,99999999,3087990.136
585,,6,2018,859.0047464,0,0,0,0,0,0,0,0,0,0,38770,0,61427.66667,1,2,0,2,1,1,1,,2,,,99999998,,,,,2,2,99999998,1,1500000,,,,,2,,,,,,1,1,4,2,4,4,2,2,2,1,,1,,2,2,4,,4,8,4,2,,100,1,4,4,1,1,2,1,3,1,2,2,1,1,2,,,1,3,,,,,,,,,,,,,,,,,,,,9,1,2,2007,99999998,99999998,,,,,,,,,,,,,,2,,2,,,2,2,,,2,,,2,,,,,,2,,2,,1,99999998,1,1,2,99999998,99999998,6,2,99999998,1,,,,,,,,,,,,,,2,,,,99999998,99999998,,,,,,,,,,,0,,,1,0,,,,99999998,1731511.509
589,,6,2018,785.7461991,0,0,0,0,0,0,0,0,0,0,0,28007,145391,0,2,0,2,1,1,1,,1,,,,,,,99999998,1,1,99999998,1,99999998,,,,,1,1,2,1,2,2,1,4,5,1,99999998,3,4,3,1,1,,1,,2,2,5,,,,,2,,200,4,5,2,1,1,2,2,4,1,1,1,1,1,1,1,50,2,3,1,3,2,2,1,2,2,2,2,2,2,1,2,1,2,1,2,2,2,4,1,1,1996,5,325000,2,,,,,,,,,,,,,2,,2,,,2,2,,,2,,,2,,,,,,2,,2,,99999998,99999998,99999998,99999998,99999998,99999998,99999998,9,1,1,1,,2,2,2,1,2,2,2,,,,,,99999998,,,,99999998,2,,,,,,,,,,,,,,2,99999998,,,,99999998,4755492.268
590,,6,2018,746.355156,0,8000,6000,0,0,0,0,0,32400,0,203535,25608,275543,1,2,0,2,1,1,1,,1,,,,100000,,,30000,2,1,30000,1,2200000,,,,,1,1,2,1,2,2,1,2,5,1,3,2,3,3,1,1,,1,,2,2,4,,2,5,3,1,,103,3,4,4,1,2,2,2,2,1,1,0,,,1,1,25,2,1,1,3,2,1,1,2,2,2,2,1,2,2,2,2,2,2,2,2,2,7,1,2,1995,5,152000,2,,,,,,,,,,99999998,,,2,,2,,,2,2,,,2,,,2,,,,,,2,,2,,2,2,1,2,1,2,2,8,2,2,1,2,2,2,2,1,2,2,,4,,,,1,1,,,,2,1,2,7,2018,3,,,,,,,,,,1,0,3,,,5,2105901.887
591,,6,2018,760.8951341,0,0,0,0,0,0,0,0,0,0,252000,1521,256921,0,3,0,3,0,3,1,,1,,,,1700000,,,100000,2,1,40000,1,1650000,,,,,1,1,2,1,2,2,1,1,5,1,2,3,1,1,1,1,,1,,2,2,3,,1,1,1,2,,110,4,4,4,2,1,1,1,3,2,,0,1,1,1,1,99999998,1,1,6,,2,2,1,1,2,1,1,1,1,1,2,2,2,2,2,1,1,99999998,1,1,2008,99999998,190000,2,,,,,,,,,,,2,,2,,,,,2,2,,,2,,,2,,,,,900000,2,2,1,,1,2,2,2,1,1,2,2,1,2,1,,2,2,2,2,1,2,,,,,,1,2,,,,2,2,,6,2018,30,,,,,,,,,,1,0,,,,5,
593,,6,2018,750.7988719,0,0,0,0,0,0,0,0,0,0,48000,0,48000,0,2,0,2,1,1,,,2,,,,,,,,2,2,2500,1,,,,,,2,,,,,,1,1,3,2,3,3,3,2,2,,,6,,,,5,,,,,2,,135,4,4,3,2,1,2,1,2,1,2,0,1,,1,,100,2,1,1,4,2,2,1,1,2,2,2,1,2,2,2,1,2,2,2,2,2,10,,,,,,,,,,,,,,,,,2,,,,,,2,,2,,,2,,,2,,,,,,2,,2,,2,2,1,2,2,1,2,5,2,2,2,,,,,,,,,,,3,,,1,,,,2,2,,,,,,,,,,,,,,1,0,,,,5,
595,,6,2018,666.6579661,0,0,0,63600,0,0,0,0,0,0,0,16544.5,243144.5,0,2,0,2,1,1,1,,6,,,,99999998,,20000,,2,1,1,1,,,,,,2,,,,,,1,1,3,6,4,2,99999998,2,6,,1,2,5150,,,4,,2,4,2,2,,70,4,2,2,1,2,2,2,1,2,,0,2,,,,,2,3,1,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,,,,,,,,,,,,,,,,,,1,1,,2,,,2,,2,,,2,,,2,,,,,,2,,2,2300000,1,2,1,2,1,1,2,8,2,2,2,2,1,2,2,2,2,2,,,,,,,2,1,,,1,1,2,0,,,7,2018,25,,,,,,,1,0,2,,,5,
596,,6,2018,588.831461,0,0,0,30000,0,0,0,0,0,24000,0,900,261776,0,3,1,2,1,1,2,,1,,,,,,50000,,1,2,20000,1,,10,,70,,2,,,,,,1,1,4,1,1,1,1,1,1,,,2,3700,,,4,2,2,2,,2,,90,4,4,2,1,2,2,2,1,2,,0,2,,2,,,2,3,4,3,2,2,1,1,2,1,2,2,2,1,2,2,2,2,2,2,99999998,99999998,,,,,,,,,,,,,,,,,1,1,,99999998,,,2,,2,,99999998,2,,,2,,,,,,1,,2,750000,1,2,1,2,2,1,2,7,2,2,2,,,,,,,,2,,,,,,2,1,,,1,2,,,,,7,2018,30,,,,,,,1,350000,,,,5,
597,,6,2018,905.9835271,0,0,0,0,0,0,0,0,0,0,141545,65544,207089,1,2,0,2,1,1,1,,2,,,99999999,,,,,2,2,99999998,1,1800000,,,,,2,,,,,,1,1,5,2,3,3,2,2,1,1,,1,,2,2,4,,4,15,5,2,,98,3,4,4,1,1,2,1,2,1,1,2,1,2,2,,,1,3,2,3,2,2,1,1,2,2,1,2,2,1,2,1,2,2,2,2,2,9,1,2,2007,8,248000,2,,,,,,,,,,3,,,2,,2,,,2,2,,,2,,,2,,,,,,2,,2,,2,2,1,1,2,2,2,7,2,2,1,,,,,,,,,,,,,,2,,,,2,2,,,,,,,,,,,0,,,1,0,,,,5,2093095.323
598,,6,2018,859.2922512,0,0,0,84000,0,0,0,0,0,0,0,900,1044900,0,5,1,4,1,3,1,,1,,,,65000,,90000,,1,2,20000,1,3500000,100,,,,2,,,,,,1,2,5,1,3,3,2,1,1,1,,1,,2,2,6,,,,,2,,250,1,5,5,1,1,2,2,5,1,2,0,1,2,1,1,160,1,3,1,3,2,2,1,2,2,,1,2,2,2,2,1,2,1,2,1,2,7,1,1,2006,8,400000,1,,,,,,,,,,3,,,1,,2,,,2,2,,,2,,,2,,,,,,2,,2,,1,1,1,2,1,1,2,7,2,2,1,2,,,,,,,2,,,3,,1,1,1,,,1,1,2,7,2018,2,7,2018,2,,,,,,,1,450000,12,,,5,4332327.282
599,,6,2018,794.2129932,0,0,450,48000,0,0,0,0,0,0,129229,26144,568626,1,3,0,3,2,1,1,,2,,,,,,,500000,2,1,30000,1,1500000,,,,,2,,,,,,1,2,5,2,3,3,2,2,2,1,,1,,2,2,4,,4,7,4,2,,100,3,3,2,2,2,2,2,2,1,2,1,2,,2,,,2,3,7,3,2,2,1,1,2,1,2,2,2,1,2,2,2,1,2,2,1,6,1,2,1989,7,100000,1,,,,,,,,,,,,,2,2,1,1,,2,2,,,2,,,2,,,,,,2,,2,,1,1,1,2,2,1,2,7,2,2,1,,2,2,2,2,1,2,,,,,,,2,,,,1,2,,,,,0,,,,,,,,,1,0,,,,5,1460155.569
600,,6,2018,656.8697161,0,0,0,0,0,0,0,0,0,0,0,870,143185,0,3,0,3,1,2,1,,2,,,99999999,99999999,,,99999998,1,1,99999999,1,99999998,,,,,2,,,,,,1,2,2,2,3,3,99999999,2,2,1,,1,,2,2,4,,2,4,2,2,,160,3,5,4,1,1,2,1,3,1,1,1,1,1,2,,,1,3,5,3,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,7,1,2,1995,3,350000,2,,,,,,,,,,,,,2,,2,,,2,2,,,2,,,2,,,,,,2,,2,,1,2,1,1,1,2,2,8,2,2,1,2,2,2,2,1,2,2,2,,,,,,99999999,,,,2,1,2,0,,,,,,,,,0,,,1,99999998,12,,,99999999,3089285.616
601,,6,2018,604.5046889,0,0,0,0,0,0,0,0,0,0,54000,13143,67143,0,2,0,2,0,2,1,,3,,,,,,,,2,2,99999998,1,1200000,,,,,1,4,2,1,1,2,2,,2,3,99999998,4,3,3,3,2,,3,,,,5,,,,,2,,99999998,,5,3,2,2,1,2,2,1,2,0,2,,1,,99999998,1,3,4,3,2,2,2,2,2,2,1,2,2,1,2,2,2,2,2,2,2,,,,,,,,,,,,,,,,,,2,,,,,,2,,2,,,2,,,2,,,,,,2,,2,,2,2,2,2,2,2,2,4,2,2,1,,,,,,,,,,,,,,2,,,,2,2,,,,,,,,,,,,,,1,0,,,,5,
604,,6,2018,752.3000446,0,0,0,0,0,0,0,0,0,0,0,49133.33333,49133.33333,0,2,0,2,1,1,,,1,,,,,,,,2,2,1,1,99999998,,,,,2,,,,,,1,1,4,1,4,4,4,4,1,,,1,,,,4,4,4,9,,2,,100,3,3,1,2,2,2,2,2,1,1,1,2,,2,,,2,3,4,3,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,7,1,2,1995,1,99999998,,,,,,,,,2,2,,,,2,,2,,,2,2,,,2,,,2,,,,,,2,,2,,2,2,2,2,2,2,2,7,2,2,1,2,,,,,,,,,,,,,2,,,,2,1,2,,,,,,,,,,,,,1,0,6,,,1,1863396.981
606,,6,2018,660.5706507,0,0,0,0,0,0,0,0,0,0,192000,43227,235227,0,2,0,2,1,1,1,,1,,,99999998,,,,,2,2,99999998,1,99999998,,,,,1,1,2,1,2,2,1,1,5,1,3,3,4,3,1,,,1,,,,4,2,99999998,99999998,,2,,99999998,,4,3,1,1,2,1,2,1,1,5,1,,2,,,1,1,5,4,1,2,1,1,2,1,1,1,2,1,2,2,2,2,2,2,2,99999998,1,1,99999998,99999998,99999998,,,,,,,,,2,2,,,,2,,2,,,2,2,,,2,,,2,,,,,,2,,2,,2,2,2,1,2,2,2,8,2,2,2,,,,,,,,,4,,,,,1,,,,2,2,,,,,,,,,,,0,,,1,0,,,,5,
607,,6,2018,685.2844474,0,0,0,0,0,0,0,0,0,0,0,2034,159463,0,4,2,2,1,1,1,,2,,,,,,,5000,1,1,15000,1,1900000,,,,,2,,,,,,1,2,5,2,2,2,4,3,2,1,,1,,2,2,1,,3,3,2,2,,170,4,5,5,2,2,2,2,2,1,1,0,2,,2,,,2,3,4,2,2,2,1,2,2,2,1,2,2,1,2,2,2,1,2,2,1,3,1,1,2007,9,226000,2,,,,,,,,,,,,,2,,2,,,2,2,,,2,,,2,,,,,,2,,2,,2,1,2,2,2,2,2,8,2,2,1,2,2,2,2,1,2,2,2,,,,,,2,,,,2,1,2,,,,,,,,,,,,,2,99999998,5,,,3,3423693.557
609,,6,2018,1478.346705,0,0,0,0,0,0,0,0,0,0,0,3361.75,285361.75,0,3,0,3,1,2,1,,1,,,,,,,,2,2,99999998,1,99999998,,,,,1,1,2,1,2,2,1,1,3,1,3,3,3,3,1,1,,1,,2,2,4,,4,7,4,2,,140,3,5,4,1,1,2,2,2,1,2,2,1,1,2,,,1,3,5,3,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,7,1,1,99999998,99999998,99999998,,,,,,,,,,,,2,,2,,,,,2,2,,,2,,,2,,,,,,2,,2,,2,2,2,2,2,2,2,8,1,2,1,,,,,,,,,,,,,,2,,,,2,2,,,,,,,,,,,,,,1,0,,,,5,2344945.607
611,,6,2018,332.1582482,0,0,0,0,0,0,0,0,0,0,76914,41799.16667,370261.1667,1,5,0,5,3,2,1,,2,600,,,,,,,2,2,99999998,1,1500000,,,,,2,,,,,,1,2,5,2,3,3,4,3,2,1,,1,,2,2,8,,,,,1,3,150,4,4,4,1,2,2,1,3,2,,0,,,,,,1,3,5,4,2,2,1,2,2,1,1,2,2,1,2,2,2,2,2,1,2,6,2,,,,,,1994,9,1,99999998,,400000,1,,,3,,,2,,2,,,2,2,,,2,,,2,,,,,,2,,2,,2,2,1,2,2,2,2,5,2,2,1,,,,,,,,,,,,,,2,,,,2,99999998,,,,,,,,,,,,,,1,0,,,,99999998,
615,,6,2018,1044.496316,0,0,0,0,0,0,0,0,0,0,0,0,554090,0,2,0,2,1,1,1,,1,,,140000,,,,,2,2,99999998,1,1600000,,,,,2,,,,,,1,3,5,1,99999998,4,3,3,1,1,,1,,2,2,4,,4,9,4,2,,97,1,4,4,1,2,2,2,2,1,2,1,1,1,2,,,2,3,8,2,2,2,1,1,2,,1,2,2,1,1,2,2,2,2,2,1,6,1,2,1993,7,110000,2,,,,,,,,,,4,,,2,,2,,,2,2,,,2,,,2,,,,,,2,,2,,1,2,1,1,2,1,2,7,2,2,1,2,,,,,,,,,,,,,2,,,1,2,1,2,,,,,,,,,,8,2018,15,1,0,1,,,3,1917518.772
616,,6,2018,666.5491871,0,0,0,0,0,0,0,0,0,0,0,12761.83333,186421.6111,0,4,2,2,1,1,1,,1,,,,99999998,,,,2,2,99999998,1,,,,,,2,,,,,,2,,4,1,2,4,2,3,1,,1,2,99999998,,,4,,1,4,3,1,,90,4,3,2,1,2,2,2,1,2,,1,,,2,,,2,3,4,2,2,1,1,2,2,2,2,2,2,2,2,2,2,1,2,2,2,,,,,,,,,,,,,,,,,,2,,,,,,2,,2,,,2,,,2,,,,,,2,,2,,1,1,1,2,1,1,2,8,2,2,2,,,,,,,,,,,,,,2,,,,2,2,,0,,,,,,,,,,,,1,0,,,,99999998,
617,,6,2018,700.4951007,0,0,0,0,0,0,0,0,0,0,0,9537,325137,0,8,5,3,2,1,1,,1,,,99999998,,,,,1,2,99999998,1,99999998,,,,,2,,,,,,1,1,5,1,99999998,3,99999998,99999998,1,1,,1,,2,2,6,,,,,2,,160,3,5,4,2,2,2,2,3,99999998,,0,2,,1,1,99999998,2,3,5,2,2,2,1,2,2,2,1,2,2,1,2,2,2,2,2,2,2,99999998,1,1,99999998,99999998,99999998,,,,,,,,,,,,2,,2,,,,,2,2,,,2,,,2,,,,,,2,,2,,2,2,1,1,2,1,2,4,2,2,1,2,,,,,,,2,,,,,,2,,,,2,1,2,,,,,,,,,,0,,,1,99999998,2,,,99999999,
618,,6,2018,1299.388481,0,0,0,0,0,0,0,0,0,0,0,108268.6667,126268.6667,0,3,0,3,2,1,2,,3,,,,,,,99999998,1,1,10000,2,99999998,,,,,2,,,,,,1,1,5,3,4,4,4,3,3,,,1,,,,4,2,4,24,,2,,170,4,5,2,1,2,2,1,3,1,1,3,1,,2,,,1,3,2,2,2,2,1,1,2,,1,2,2,1,2,2,2,1,2,1,1,10,1,2,2017,8,2800000,1,,,,,,,,2,2,,,,2,,2,,,2,2,,,2,,,2,,,,,,2,,2,,99999998,2,99999998,2,2,2,2,5,,,,2,2,2,2,1,2,2,2,,,,,,2,,,,2,1,1,,,,,,,,,,,,,1,400000,12,1,,2,
619,,6,2018,1440.418926,0,0,0,0,0,0,0,0,0,0,0,2034,168414,0,4,2,2,1,1,1,,1,,,10000,38000,,,99999998,2,1,4000,1,1200000,,,,,2,,,,,,1,1,4,1,2,3,3,4,1,1,,1,,2,2,4,,2,5,2,2,,85,3,4,4,1,2,2,2,2,2,,0,2,,2,,,1,3,5,3,2,2,1,2,2,1,1,2,2,2,2,2,2,2,2,1,1,4,1,1,2006,3,88000,2,,,,,,,,,,,2,,2,,,,,2,2,,,2,,,2,,,,,,2,,2,,1,2,1,1,1,2,2,6,2,1,1,2,2,1,2,2,2,2,,,,,,1,2,,,1,2,1,2,7,2018,30,,,,,,,7,2018,30,1,0,1,,,99999998,1296335.235
622,,6,2018,660.5706507,0,0,0,0,0,0,0,0,0,0,255270,28326,283596,1,2,0,2,1,1,1,,2,,,100000,,,,,2,2,25000,1,,,,,,2,,,,,,1,1,3,1,3,3,2,2,1,,1,2,1000,,,4,,4,13,4,2,,130,3,5,5,1,2,2,1,2,,,2,1,1,2,,,1,1,1,2,1,1,2,1,2,1,1,1,2,1,2,1,2,2,2,2,1,,,,,,,,,,,,,,,,,,1,1,,2,,,2,,2,,,2,,,2,,,,,,2,,2,1500000,2,2,1,1,2,2,2,8,2,2,1,,,,,,,,,,,,,,2,,,1,2,2,,,,,,,,,,,6,2018,30,1,0,,,,5,
623,,6,2018,1178.619318,0,0,0,28800,0,0,0,0,0,0,66289,0,312242,1,2,0,2,1,1,1,,1,,,,,,,,1,2,99999998,1,2500000,,,,,1,1,2,1,2,2,1,2,3,1,99999998,3,2,2,1,1,,1,,2,2,4,,2,3,2,2,,120,3,5,1,1,2,2,2,2,1,1,1,2,,2,,,1,3,4,3,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,5,1,1,1991,7,155000,2,,,,,,,,,,,,,2,99999998,1,1,,2,1,,,2,,,2,,,,99999998,,2,,2,,2,2,1,2,2,2,2,8,2,2,1,2,,,,,,,2,,,99999998,,,1,,,,2,1,2,,,,,,,,,,,,,2,99999998,12,,,99999998,2592297.384
