Siduri,wave,s_seker,MisparPrat,MishkalPrat,MishkalOrech,MezahePrat,Leom,YachasKirvaKalkali,SafaNosefetIvrit,SafaNosefetAravit,SafaNosefetAnglit,SafaNosefetRusit,SafaNosefetZarfatit,SafaNosefetSfaradit,SafaNosefetIdish,SafaNosefetLoYodea,K_SemelMiktzLim1,K_SemelMiktzLim2,K_sug_mosad,K_ShnLimKlali,K_SafaIkarit,K_SfatEm,bmi,Dat1,DatAteist1,DatiutLoYehudi1,DatiutYehudi1,Gil1,Mazav1,MisparMeshivP1,Yachas1,NifkadGalKodemH1,MaonGan1,MaonGanYesodi1,BateySeferLamad1,BSYsh1,IvritDibur1,IvritKria1,IvritKtiva1,Kita1,KriaHanaa1,limudim1,MiktzLim1Asakim1,MiktzLim1MadaeiHevra1,MiktzLim2Asakim1,MiktzLim2MadaeiHevra1,TeudaEretz1,TeudaGvoha1,BeayaBriut1,BeayaMafria1,KoshiHalicha1,KoshiLehitrachetz1,KoshiLevush1,KoshiMB1,KoshiReia1,KoshiShmia1,KoshiZikaron1,MatzavBriut1,K_Gova,K_Mishkal,MisparAv,MisparEm,MisparAchrai,TchunatAvodaShvuit,TchunatAvodaBederechKlal,TchunatAvodaShnatit,ShaotBdk,SemelAnaf1,SemelAnafY1,SemelMishlach1,SemelMishlachY1,HaimMemune,HaimMenahel,ImutAnaf1,ImutAnafAgaf1,ImutMishlach1,Zminut1,SibaLoZamin1,ChipesChodesh1,MekomotAvoda1,MamadAvoda1,KamaKfufim1,MekabelSachar1,Yamim1,C_SachLemaase1,Oved351,MisraMelea1,IkaritPachot351,MikumAvoda11,AvadShana1,MamadAvoday1,MekabelSacharY1,YamimY1,ShaotAvodaY1,Oved35Y1,MisraMeleaY1,MikumAvodaY11,KamaAvadK1,SibaIkarit12Chod1,ChipesShana1,ShanaAzmai,Avad12Hodashim,BrutoSachir,AchnBruAvodKodem1,BrutoAzmaiShnati1,kamaAvadNYch,RechevChevra1,rechevkalul1,havraakalul1,matanakalul1,maanakkalul1,hishtatfutkalul1,tashlumacherkalul1,pitzuyimkalul1,pidyonkalul1,bituach1,misparhodashimbituah1,schumbituach1,achnsmartafut1,achnmeshekbayit1,achnshiurprati1,achnhartzaa1,achacherz1,misparhodashimsmartafut1,misparhodashimmeshekbayit1,misparhodashimshiurprati1,misparhodashimhartzaa1,misparhodashimachacher1,schumsmartafut1,schummeshekbayit1,schumachnshiurprati1,schumachnhartzaa1,schumachacherz1,kamaAvadN2,hatavotLoBBruto,SacShnati_LePratMeAvoda,Tlush1,Ofen_Mehush1,HashavAni1,KamaAvaddY1
1509,6,2018,2,756.9133485,630.40004608,01-03266-02,2,1,1,0,1,0,0,0,0,0,7,,,6,2,2,24.221453287,3,,3,,56,1,,2,1,,,1,,2,2,2,,3,1,,,,,3,4,2,,,,,,2,1,2,2,6,7,,,,1,1,2,40,M,,2,,2,,1,1,1,,,,1,2,,,5,40,,0,,,,,,,,,,,0,,,2018,12,0,0,60000,12,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,60000,,1,1,
1509,6,2018,4,872.4974947,1370.437133,01-03266-04,2,3,0,0,1,0,0,0,0,0,3,,4,5,2,2,23.4375,3,,,,21,5,,3,1,,,1,,5,5,5,,1,2,,,,,,2,2,,,,,,1,1,1,1,4,5,,,,6,0,5,0,,,,,,,,,,,,2,,,,,,0,,0,,,2,,,,,,,,0,1,2,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,,1,
1509,6,2018,5,692.35123309,618.38106581,01-03266-05,2,3,0,0,1,0,1,0,0,0,,,,,2,2,,3,,,,16,5,,3,2,,,,1,,,,10,1,2,,,,,,,2,,,,,,1,1,1,1,4,4,2,1,,6,0,5,0,,,,,,,,,,,,2,,,,,,0,,0,,,2,,,,,,,,0,1,2,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,,,
1510,6,2018,2,1015.1594665,,01-03267-02,2,1,1,0,1,0,0,0,0,0,,,,5,2,2,26.729927495,3,,2,,47,1,,2,1,,,1,,2,2,2,,3,1,,,,,,3,2,,,,,,1,1,1,1,6,9,,,,1,1,2,50,G,,5,,2,,1,1,1,,,,1,2,,,6,50,,0,,,,,,,,,,,0,,,2019,12,0,0,0,12,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,1,4,
1510,6,2018,6,815.07482782,,01-03267-06,2,3,1,0,0,0,0,0,0,0,,,,,2,2,,3,,,,16,5,2,3,2,,,,1,,,,12,3,2,,,,,,,2,,,,,,1,1,1,1,99999998,99999998,1,2,,6,0,5,0,,,,,,,,,,,,2,,,,,,0,,0,,,2,,,,,,,,0,1,2,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,,,
1512,6,2018,1,723.549712,,01-03269-01,2,1,1,0,0,0,0,0,0,0,,,,3,2,2,28.344671202,3,,2,,52,1,,1,2,,,1,,2,3,3,,1,1,,,,,,7,2,,,,,,1,1,1,1,5,9,,,,1,1,2,48,G,,7,,2,,,,,,,,1,1,,1,6,48,,0,,2,,,,,,,,,0,,,,12,8500,0,0,12,2,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,102000,2,,4,
1512,6,2018,2,781.66890422,,01-03269-02,2,2,1,0,1,0,0,0,0,0,,,,4,2,2,30.46875,3,,,,47,1,,2,2,,,1,,2,2,2,,1,1,,,,,,1,2,,,,,,1,1,1,1,4,8,,,,1,1,2,40,P,,2,,1,1,,,,,,,1,2,2,,5,40,,0,,1,,,,,,,,,0,,,2019,12,0,0,1080000,12,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,1080000,,1,4,
1515,6,2018,1,521.26541046,497.01427111,01-03272-01,2,1,1,0,0,0,0,0,0,0,,,,2,2,2,30.470914127,3,,2,,46,1,,1,1,,,1,,2,2,2,,2,1,,,,,,7,2,,,,,,1,1,1,2,10,15,,,,1,1,2,50,C,,8,,2,,1,1,1,,,,1,1,,1,5,50,,0,,,,,,,,,,,0,,,,12,11700,0,0,12,2,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,140400,2,,4,
1515,6,2018,2,452.1438001,,01-03272-02,2,3,0,0,0,0,0,0,0,1,,,,,2,2,,3,,,,16,5,1,3,2,,,,1,,,,10,1,2,,,,,,,2,,,,,,1,1,1,1,7,5,1,,,6,0,5,0,,,,,,,,,,,,2,,,,,,0,,0,,,2,,,,,,,,0,1,2,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,,,
1516,6,2018,1,1108.8353656,,01-03274-01,2,2,1,0,0,0,0,0,0,0,,,,2,2,2,,3,,,,47,1,,1,1,,,1,,4,5,5,,1,1,,,,,,7,1,1,3,1,1,3,1,1,2,3,4,99999998,,,,6,0,5,0,,,,,,,,,,,,2,,,,,,0,,0,,,2,,,,,,,,0,2,2,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,,1,
1516,6,2018,2,1256.8504889,3784.2696158,01-03274-02,2,1,1,0,0,0,0,0,0,0,,,,2,2,2,22.77318641,3,,2,,59,1,,2,1,,,1,,3,3,3,,1,1,,,,,,7,1,2,3,1,1,3,1,1,3,3,5,5,,,,1,1,2,35,F,,7,,2,,1,1,1,,,,1,1,,1,4,35,,0,,,,,,,,,,,0,,,,12,3000,0,0,12,2,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,36000,2,,1,
1516,6,2018,3,1350.726219,2900.9570378,01-03274-03,2,3,1,0,1,0,0,0,0,0,,,,4,2,2,,3,,,,19,5,,3,2,,,1,,,,,,3,1,,,,,,2,2,,,,,,1,1,1,1,4,5,,,,6,0,5,0,,,,,,,,,,,,2,,,,,,0,,0,,,2,,,,,,,,0,4,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,,,
1516,6,2018,4,1726.4657996,,01-03274-04,2,3,1,0,0,0,0,0,0,0,,,,4,2,2,26.511804065,3,,,,20,5,,3,2,,,1,,1,1,1,,3,1,,,,,,2,2,,,,,,1,1,1,1,7,9,,,,1,1,2,45,C,,8,,2,,,,,,,,1,1,,1,5,45,,0,,2,,,,,,,,,0,,,,12,5000,0,0,12,2,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,60000,2,,1,
1516,6,2018,5,1127.6284985,2900.9570378,01-03274-05,2,3,1,0,0,0,0,0,0,0,,,,,2,2,,3,,,,17,5,2,3,2,,,,,,,,,1,1,,,,,,,2,,,,,,1,1,1,1,99999998,99999998,2,1,,1,1,1,45,F,,7,,2,,,,,,,,1,1,,1,5,45,,0,,2,,,,,,,,,0,,,,2,4500,0,0,2,2,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,9000,2,,,
1516,6,2018,6,1023.3895456,2900.9570378,01-03274-06,2,3,1,0,1,0,0,0,0,0,,,,,2,2,,3,,,,14,,2,3,2,,,,1,,,,9,4,2,,,,,,,,,,,,,1,1,1,1,99999998,99999998,2,1,,,0,,0,,,,,,,,,,,,,,,,,,0,,0,,,,,,,,,,,0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,,,
1516,6,2018,7,1023.3895456,2900.9570378,01-03274-07,2,3,1,0,1,0,0,0,0,0,,,,,2,2,,3,,,,12,,2,3,2,,,,1,,,,6,1,2,,,,,,,,,,,,,1,1,3,2,99999998,99999998,2,1,,,0,,0,,,,,,,,,,,,,,,,,,0,,0,,,,,,,,,,,0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,,,
1517,6,2018,1,703.67451937,1388.0682113,01-03275-01,2,1,0,0,0,0,0,0,0,1,,,,3,2,2,28.075042938,3,,3,,52,1,,1,1,,,1,,3,4,4,,2,1,,,,,,7,1,2,3,2,2,3,2,1,1,3,6,10,,,,3,1,2,998,H,,8,,2,,1,1,1,,,,1,2,,,9,998,1,0,,,,,,,,,,,0,,,2018,12,0,0,96000,12,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,96000,,1,4,
1517,6,2018,2,620.80509959,992.95040818,01-03275-02,2,2,0,0,0,0,0,0,0,1,,,,3,2,2,31.25,3,,,,46,1,,2,1,,,1,,5,5,5,,2,1,,,,,,7,2,,,,,,1,1,1,1,4,9,,,,6,0,5,0,,,,,,,,,,,,2,,,,,,0,,0,,,2,,,,,,,,0,5,2,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,,4,
1517,6,2018,5,610.36482536,776.50428525,01-03275-05,2,3,0,0,0,0,0,0,0,1,,,,,2,2,,3,,,,15,,1,3,2,,,,1,,,,10,3,2,,,,,,,2,,,,,,1,1,1,1,5,5,1,2,,6,0,5,0,,,,,,,,,,,,2,,,,,,0,,0,,,2,,,,,,,,0,1,2,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,,,
6334,6,2018,6,342.7202749,1720.8649574,01-03275-06,2,3,0,0,1,0,0,0,0,0,,,,4,2,2,24.801587302,3,,2,,23,1,,1,2,,,1,,99999998,99999998,99999998,,1,1,,,,,,2,2,,,,,,1,1,1,2,5,7,,,,6,0,5,0,,,,,,,,,,,,2,,,,,,0,,0,,,2,,,,,,,,0,4,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,,1,
5205,6,2018,1,675.88743319,,01-03276-01,1,1,1,0,0,0,0,0,0,0,14,,1,6,1,4,23.629489603,1,,,5,47,1,,1,1,,,1,,1,1,1,,2,1,,,,,,2,2,,,,,,1,1,1,1,8,9,,,,2,1,2,50,C,,1,,1,3,1,1,1,,,,1,1,20,1,5,30,,0,,,,,,,,,,,0,,,,12,32000,0,0,12,2,0,2,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,2051,386051,2,,4,
1518,6,2018,1,860.92341732,,01-03277-01,1,1,0,0,0,0,0,0,0,1,,,,4,1,1,23.19109462,1,,,3,47,1,,1,2,,,1,,,,,,5,1,,,,,,1,2,,,,,,1,1,1,99999998,2,4,,,,6,0,2,0,,C,,7,,,,,,,,2,,,,,,0,,0,,,1,1,1,9,42,,,1,0,,2,,10.5,5276.7604167,0,0,10.5,2,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,55405.984375,,,99999999,10.5
1518,6,2018,2,971.04175939,1742.9750696,01-03277-02,1,2,0,0,0,0,0,0,0,1,,,,5,1,1,30.85399449,1,,,,53,1,,2,1,,,1,,,,,,2,1,,,,,,3,2,,,,,,1,1,1,1,5,9,,,,6,0,2,0,,C,,4,,,,,,,,2,,,,,,0,,0,,,1,1,3,5,40,,,2,0,,2,,9.5,6000,0,0,9.5,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,57000,2,,2,9.5
1518,6,2018,3,967.32237947,1293.3580191,01-03277-03,1,3,0,0,1,0,0,0,0,0,,,,,1,1,,1,,,,16,5,1,3,2,,,,2,,,,10,99999998,2,,,,,,,2,,,,,,1,1,1,1,5,4,2,1,,6,0,5,0,,,,,,,,,,,,2,,,,,,0,,0,,,2,,,,,,,,0,1,1,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,2,1,0,0,0,0,1,0,0,0,0,1510,,0,1510,,,,
1518,6,2018,4,881.73324129,1293.3580191,01-03277-04,1,3,0,0,1,0,0,0,0,0,,,,,1,1,,1,,,,14,,1,3,2,,,,1,,,,8,99999998,2,,,,,,,,,,,,,1,1,1,2,2,4,2,1,,,0,,0,,,,,,,,,,,,,,,,,,0,,0,,,,,,,,,,,0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,,,
5206,6,2018,1,690.69145122,,01-03279-01,1,1,0,0,1,0,0,0,0,0,,,,6,1,1,33.02946228,1,,,2,47,1,,1,2,,,1,,,,,,3,1,,,,,,3,1,3,1,1,1,1,1,1,1,2,6,13,,,,2,1,2,42,S,,1,,1,1,,,,,,,1,1,4,1,5,32,,0,,2,,,,,,,,,0,,,,12,9016,0,0,12,1,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,108192,1,,2,
1520,6,2018,1,593.14815322,,01-03280-01,1,1,0,0,1,0,0,0,0,0,,,,4,1,1,26.423569824,1,,,5,46,1,,1,1,,,1,,,,,,1,1,,,,,,1,1,2,1,1,1,1,1,1,1,1,6,9,,,,1,1,2,60,F,,7,,2,,1,1,1,,,,1,2,,,6,60,,0,,,,,,,,,,,0,,,2017,12,0,0,300000,12,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,300000,,2,4,
1520,6,2018,2,620.9154664,,01-03280-02,1,2,0,0,1,0,0,0,0,0,,,,4,1,1,21.096190515,1,,,,46,1,,2,1,,,1,,,,,,4,1,,,,,,2,2,,,,,,1,1,1,1,3,3,,,,1,1,2,42,F,,3,,2,,1,1,1,,,,1,1,,1,5,42,,0,,,,,,,,,,,0,,,,12,9498.5833333,0,0,12,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,113983,,,4,
1520,6,2018,3,606.98328714,,01-03280-03,1,3,0,0,1,0,0,0,0,0,,,,4,1,1,24.977043159,1,,,,21,5,,3,1,,,1,,,,,,4,1,,,,,,2,2,,,,,,1,1,1,1,5,6,,,,1,9,,0,,,,,,,,,,,,,,,,,,0,,0,,,2,,,,,,,,0,6,2,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,,4,
1520,6,2018,4,549.29751797,,01-03280-04,1,3,0,0,1,0,0,0,0,0,,,,,1,1,,1,,,,17,5,1,3,2,,,,,,,,,4,1,,,,,,,2,,,,,,1,1,1,1,4,5,1,2,,6,0,5,0,,,,,,,,,,,,2,,,,,,0,,0,,,2,,,,,,,,0,1,2,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,,,
1520,6,2018,5,553.71112177,,01-03280-05,1,3,0,0,0,0,0,0,0,1,,,,,1,1,,1,,,,8,,1,3,2,,,,1,,,,3,4,2,,,,,,,,,,,,,1,1,1,1,1,1,1,2,,,0,,0,,,,,,,,,,,,,,,,,,0,,0,,,,,,,,,,,0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,,,
1521,6,2018,1,1309.6020601,2966.4368141,01-03281-01,1,1,1,1,0,0,0,0,0,0,3,,1,6,1,6,37.113546444,1,,,1,43,1,,1,2,,,1,,1,1,1,,2,1,,,,,1,5,1,2,2,1,1,3,1,1,1,3,5,14,,,,1,1,2,66,P,,1,,1,1,,,,,,,4,1,57,1,6,66,,0,,1,,,,,,,,,0,,,,12,34628,0,0,12,2,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,415536,1,,4,
1521,6,2018,2,1296.9491907,,01-03281-02,1,2,0,1,0,0,0,0,0,0,,,,6,1,1,,1,,,,47,1,,2,1,,,1,,,,,,4,2,,,,,,7,2,,,,,,1,1,1,2,99999998,99999998,,,,6,0,6,0,,,,,,,,,,,,2,,,,,,0,,0,,,99999999,,,,,,,,0,1,2,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,,3,
1521,6,2018,3,1217.3662225,,01-03281-03,1,3,0,0,0,0,0,0,0,1,,,,,1,1,,1,,,,9,,1,3,2,,,,1,,,,3,4,2,,,,,,,,,,,,,1,1,1,1,1,1,2,1,,,0,,0,,,,,,,,,,,,,,,,,,0,,0,,,,,,,,,,,0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,,,
6963,6,2018,4,1245.2402812,,01-03281-04,1,1,0,0,1,0,0,0,0,0,3,4,4,6,1,1,22.038567493,1,,,1,23,1,,1,2,,,1,,,,,,2,1,,,,,1,4,2,,,,,,1,1,1,1,5,5,,,,1,1,2,40,P,,2,,2,,,,,,,,3,1,,3,5,40,,0,,3,,,,,,,,,0,,,,12,10000,0,0,12,2,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,120000,2,,4,
1521,6,2018,5,1525.9613011,,01-03281-05,1,3,0,0,1,0,0,0,0,0,,,,5,1,1,,1,,,,19,5,,3,1,,,1,,,,,,5,2,,,,,,2,2,,,,,,1,1,1,1,5,11,,,,3,1,2,998,Q,,3,,2,,,,,,,,1,1,,1,3,998,1,0,,1,,,,,,,,,0,,,,10,3345,0,0,10,2,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,33450,2,,,
1521,6,2018,6,1249.6194146,,01-03281-06,1,3,0,0,0,0,0,0,0,1,,,,5,1,1,,1,,,,18,5,,3,2,,,1,,,,,,4,2,,,,,,7,2,,,,,,1,1,1,1,7,5,,,,6,0,5,0,,,,,,,,,,,,2,,,,,,0,,0,,,2,,,,,,,,0,1,2,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,,,
6744,6,2018,7,1143.3828605,,01-03281-07,1,1,0,0,1,0,0,0,0,0,,,,6,1,1,24.489795918,1,,,,22,1,,1,1,,,1,,,,,,2,1,,,,,,,2,,,,,,1,1,1,1,7,8,,,,2,4,2,32,P,,2,,2,,,,,,,,2,1,,1,6,27,,0,,2,,,,,,,,,2,,,,12,3945,4000,0,10,2,0,0,0,0,0,0,0,0,2,0,0,2,2,1,2,2,0,0,12,0,0,0,0,300,0,0,,0,51050,2,,4,
1521,6,2018,8,1249.6194146,,01-03281-08,1,3,0,0,0,0,0,0,0,1,,,,,1,1,,1,,,,17,5,1,3,2,,,,1,,,,11,4,2,,,,,,,2,,,,,,1,1,1,1,4,5,2,1,,6,0,5,0,,,,,,,,,,,,2,,,,,,0,,0,,,2,,,,,,,,0,1,2,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,,,
1521,6,2018,9,1217.3662225,,01-03281-09,1,3,0,0,0,0,0,0,0,1,,,,,1,1,,1,,,,10,,1,3,2,,,,1,,,,4,4,2,,,,,,,,,,,,,1,1,1,1,2,2,2,1,,,0,,0,,,,,,,,,,,,,,,,,,0,,0,,,,,,,,,,,0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,,,
1521,6,2018,10,1249.6194146,,01-03281-10,1,3,0,0,0,0,0,0,0,1,,,,6,1,1,18.415650284,1,,,,20,5,,3,1,,,1,,,,,,4,2,,,,,,7,2,,,,,,1,1,1,1,8,5,,,,6,0,5,0,,,,,,,,,,,,2,,,,,,0,,0,,,2,,,,,,,,0,1,2,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,,4,
1522,6,2018,1,1945.8380885,2403.0386186,01-03282-01,1,1,0,1,0,0,0,0,0,0,,,,4,1,13,27.191789834,1,,,4,47,1,,1,1,,,1,,1,1,1,,2,1,,,,,,1,1,4,,,,,1,1,1,1,2,5,,,,1,1,2,50,I,,9,,2,,1,1,1,,,,1,1,,1,6,50,,0,,,,,,,,,,,0,,,,12,6000,0,0,12,2,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,72000,2,,2,
1522,6,2018,2,1842.60749,2674.9791214,01-03282-02,1,2,1,0,0,0,0,0,0,0,,,,5,1,13,39.628105472,1,,,,55,1,,2,1,,,1,,1,1,1,,1,1,,,,,,1,1,2,3,1,1,1,1,2,1,4,4,13,,,,2,3,2,10,Q,,5,,2,,,,,,,,1,1,,1,5,10,,2,,1,,,,,,,,,0,,,,12,1200,0,0,12,2,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,14400,2,,2,
1522,6,2018,3,2081.1673329,,01-03282-03,1,3,0,0,0,0,0,0,0,1,,,,4,1,1,,1,,,,19,5,,3,2,,,1,,,,,,5,1,,,,,,2,2,,,,,,1,1,1,1,2,8,,,,1,9,,0,,,,,,,,,,,,,,,,,,0,,0,,,2,,,,,,,,0,6,2,,8,1200,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,2,2,0,0,0,0,0,0,0,0,0,0,,0,9600,,,,
1522,6,2018,4,2118.9912182,,01-03282-04,1,3,0,0,0,0,0,0,0,1,,,,4,1,1,,1,,,,22,5,,3,2,,,1,,,,,,5,1,,,,,,1,2,,,,,,1,1,1,1,6,99999998,,,,1,1,1,55,X,,8,,2,,,,,,,,1,1,,,5,55,,0,,1,,,,,,,,,0,,,,1,7000,0,0,1,2,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,7000,2,,99999998,
1523,6,2018,1,1158.036795,2487.5552856,01-03283-01,1,1,0,0,1,0,0,0,0,0,,,,4,1,1,26.672763298,1,,,4,41,1,,1,1,,,1,,,,,,1,1,,,,,,2,2,,,,,,1,1,1,1,4,7,,,,1,1,2,35,Q,,2,,1,1,1,1,1,,,,1,1,4,1,5,35,,0,,,,,,,,,,,0,,,,12,5400,0,0,12,2,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,64800,2,,4,
1523,6,2018,2,1103.2895053,2008.175339,01-03283-02,1,2,0,0,1,0,0,0,0,0,,,,5,1,1,27.414453693,1,,,,47,1,,2,1,,,1,,,,,,2,1,,,,,,3,2,,,,,,1,1,1,1,6,9,,,,1,1,2,60,C,,2,,2,,2,,,,,,1,1,,1,9,60,,0,,2,,,,,,,,,0,,,,12,17000,0,0,12,2,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,204000,2,,4,
1523,6,2018,3,968.55445234,1532.1384007,01-03283-03,1,3,0,0,0,0,0,0,0,1,,,,,1,1,,1,,,,11,,1,3,2,,,,1,,,,5,1,2,,,,,,,,,,,,,1,1,2,1,99999998,99999998,2,1,,,0,,0,,,,,,,,,,,,,,,,,,0,,0,,,,,,,,,,,0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,,,
1523,6,2018,4,968.55445234,1532.1384007,01-03283-04,1,3,0,0,1,0,0,0,0,0,,,,,1,1,,1,,,,14,,1,3,2,,,,1,,,,8,1,2,,,,,,,,,,,,,1,1,1,2,99999998,99999998,2,1,,,0,,0,,,,,,,,,,,,,,,,,,0,,0,,,,,,,,,,,0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,,,
1524,6,2018,1,629.17430202,859.47192003,01-03284-01,1,1,0,0,1,0,0,0,0,0,12,,1,6,1,1,,1,,,,40,1,,1,1,,,1,,,,,,2,1,,,,,1,6,2,,,,,,1,1,1,1,3,99999998,,,,1,1,2,40,Q,,3,,2,,1,1,1,,,,1,1,,1,5,40,,0,,,,,,,,,,,0,,,,12,10000,0,0,12,2,0,0,2,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,555,120555,2,,4,
1524,6,2018,2,629.76240066,994.1128394,01-03284-02,1,2,0,0,1,0,0,0,0,0,8,,1,6,1,1,27.141582391,1,,,2,47,1,,2,1,,,1,,,,,,2,1,,,,,1,6,2,,,,,,1,1,1,1,4,7,,,,1,1,2,45,Q,,2,,2,,,,,,,,2,1,,1,5,45,,0,,1,,,,,,,,,0,,,2018,12,40000,0,72000,12,2,0,0,2,0,0,0,0,0,2,0,0,2,2,2,1,2,0,0,0,1,0,0,0,0,3000,0,,450,555450,2,1,4,
